#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001011111010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110001010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110100010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010101111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101010010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101110111111111110111011111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111101011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111001111111111111111111111111111110111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110110000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111110111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110010010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110101011111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010101011101110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111011111100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111110111111111111111011111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111110111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100110111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111101110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111101111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101110111011111111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011101110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536789585	-8.320420654135447
